severity,category,workflow,surface_or_job,id,title,affects,what_i_did,what_i_saw,evidence,why_it_matters,suggestion
POSITIVE,performance,A2-walk-secondary,indices,idx-12,No polling storm while idle on Indices; matches the documented 5s network-only chrome poll,,Watched all network requests for a 15s idle window on the settled Indices surface.,"Exactly 6 loopback calls in 15s: /api/system/network ×3 and /api/scheduler/status ×3 — i.e. one of each roughly every 5s, and nothing else (no repeated re-fetch of the empty index board).",/home/user/oo-ui/wf-a2/indices/10-network-poll-15s.json; long-task probe over the same window returned zero >50ms blocks (/home/user/oo-ui/wf-a2/indices/10-longtasks.json).,"Empirically confirms CLAUDE.md's own claim (invariant #4 amendment) that the 5s chrome poll is network-only and loopback, with no additional per-surface polling storm on Indices.",No action needed — recorded as a positive baseline to protect against regression.
POSITIVE,honesty,A2-walk-secondary,law,LAW-7,"Deep, disclosed honesty-by-construction throughout every subtab that has real content — gaps are never zeroed, methods are named, refusals are explained in plain language",,"Read the full rendered text of Countries, Groups (both lenses), Map, Law, and Statistics; exercised the 'Computed from members' toggle with a real aggregate (Africa/GDP).","Recurring, consistent phrasing across independently-built panels: 'a missing value is a published gap, not zero' (Countries intro, repeated verbatim in Groups); 'No member reported a value for this indicator and period, so there is nothing to aggregate. This is a published gap, not a zero.' (per-strategy cards under Computed-from-members, for sum/mean/median/weighted variants alike); 'A group with no sourced membership dates is listed and refused rather than guessed' (hover tooltip on the strategy toggle); 'Producers are compared side by side, never averaged' and 'No score is ever computed' (Statistics intro); the local reader page states 'a research mirror, not legal advice' and 'Captured snapshot — it does not change if the official text is later amended'; and the kill-switch refusal is named explicitly and identically everywhere it surfaces (toast, hover tooltip, and the reader page's","/home/user/oo-ui/wf-a2/law/law-26-groups-computed-view.png, /home/user/oo-ui/wf-a2/law/law-subtab-text.json, /home/user/oo-ui/wf-a2/law/reader-newtab-check.json, /home/user/oo-ui/wf-a2/law/fetch-error-tip-bubble.json","This is the non-negotiable 'honesty by construction' rule working exactly as designed, independently reimplemented across at least four different sub-panels (Countries, Groups, Statistics, the reader page) with consistent language rather than copy-pasted boilerplate that drifted in one spot — worth recording as load-bearing evidence the principle held up under a live, adversarial-ish click-through.",
POSITIVE,consent,A2-walk-secondary,law,LAW-8,"Where the consent gate IS wired (3 of 4 networked actions tested), it is well-executed: action-specific naming, honest local-only IP disclosure, no public-IP echo",,"Clicked 'Load standard country data', 'Fetch figures' (with valid inputs), and 'Add & track now' (with valid inputs) while offline, and read the resulting modal in full.","Each opened the same '#net-consent' 'Go online?' modal, but with the SPECIFIC action named inline ('This action needs the network: Fetch official statistics figures' / 'Track a document now' / implicit for country-data load), always followed by 'Your machine presents these local network addresses: eth0: 192.0.2.2' and 'Beyond these local addresses, the internet sees whatever public address your ISP or VPN presents — this app does not check it, because checking would itself be a network call.' Never a public-IP probe pre-consent, matching the non-negotiable exactly. A clear 'Stay offline' vs 'Go online' choice, not a single dismiss button.","/home/user/oo-ui/wf-a2/law/law-17-after-load-click-coach-gone.png, /home/user/oo-ui/wf-a2/law/law-21b-consent-shown.png, /home/user/oo-ui/wf-a2/law/law-22b-consent-shown.png","Confirms invariant #14 works correctly in the majority of cases on this surface, which sharpens LAW-2 (the one action that skips it) as a genuine, narrow, fixable outlier rather than a systemic failure.",
POSITIVE,other,A2-walk-secondary,law,LAW-9,"The surface map's '832 chars' figure describes only the default Countries subtab, which is genuinely (and honestly) near-empty offline — the surface as a whole is not sparse",,Compared the pre-built surface-map.json textLen (832) against the full rendered text of each of the 6 subtabs.,"Countries/Compare/Map are legitimately sparse pre-fetch (each explicitly says so inline), but Law carries a fully populated, realistic 24-document/9-jurisdiction dataset with real official URLs (UK legislation.gov.uk, EU eur-lex.europa.eu, US govinfo.gov, Canada's laws-lois.justice.gc.ca, Germany's gesetze-im-internet.de, France's legifrance.gouv.fr, WIPO, the UN, and Timor-Leste's mj.gov.tl) and a working local reader for each; Groups' Computed-from-members lens likewise renders substantial real content offline (58-member Africa aggregate, per-strategy breakdown).","/home/user/oo-ui/wf-a2/law/law-subtab-text.json (24 real tracked documents), /home/user/oo-ui/wf-a2/law/law-04-law-subtab-full.png, /home/user/oo-ui/wf-a2/law/law-26-groups-computed-view.png","Directly answers the brief's question: the sparseness is honestly disclosed where it exists (never looks broken, always explains why), and it is not evenly distributed — a reviewer or user judging this surface only from its landing tab would badly undercount what it actually contains.",
POSITIVE,honesty,A2-walk-secondary,"library (port 8015, state C populated co",L-7,"Composition and Storage subtabs are a genuinely strong, load-bearing example of the project's 'honesty by construction' rule realized in the actual rendered UI",,"Drove Composition end-to-end including clicking the gated 'Measure article lengths' button, and read every caveat/method string via text_map().","Every figure states its method, its n, and — where relevant — a live timestamp ('counted live just now, 9/8/2026, 7:53:30 PM'); untranslatable-tone languages render as a hatched bar labelled 'not measured · 55' rather than a zero, with an explicit legend ('Hatched = not measured, which is not the same as a zero'); the empty quarantine state reads 'Nothing in this corpus is quarantined' with a caveat that absent reasons are 'absent rather than shown at zero'; the Gini/source-concentration chart explicitly disclaims itself as 'never a judgement of any source... it also reflects scraping reach'; and the expensive full-table article-length scan sits behind an explicit 'Measure article lengths' button captioned 'This reads every article row, so it runs only when you ask' rather than running silently on page load. After clicking it, results render as labelled, non-equal-width length buckets wi","/home/user/oo-ui/wf-a2/library/library-40-composition-bottom.png, /home/user/oo-ui/wf-a2/library/library-102-composition-measured-scrolled.png, /home/user/oo-ui/wf-a2/library/library-31-storage-after-remeasure.png.","This is precisely what the project's 'no composite scores, degrade loudly, every signal carries method+caveat+n' non-negotiable looks like when actually built, not just claimed — worth recording as a positive reference pattern per the brief's instruction to log notably well-done work.",
POSITIVE,interaction,A2-walk-secondary,"library (port 8015, state C populated co",L-8,"Keyboard interaction on the Library subtabs is correctly implemented as roving tabindex with a consistent, visible focus ring",,"Reset focus to the page body and pressed Tab 30 times while recording document.activeElement, its bounding box and computed outline; separately .focus()'d a subtab button directly and pressed ArrowRight.","Every focusable element in the chain (skip link, all 9 primary nav items, sidebar collapse, search, task-manager, rate-toggle, airplane toggle, language switch, help, shutdown, the active Library subtab button, and the Downloaded disclosure <summary>) received a uniform, clearly visible solid 2px rgb(91,157,217) outline. Tab correctly skipped the 5 inactive subtab buttons entirely (only the active one is in the tab sequence — genuine roving tabindex, not a truncated tab order), and pressing ArrowRight while focus was programmatically placed on the 'Tracked' button correctly activated 'Composition' next, matching the documented ooSubtabs keyboard contract.","/home/user/oo-ui/wf-a2/library/probe3.json (keyboard_focus_trace, active_after_arrowright:'Composition'); /home/user/oo-ui/wf-a2/library/library-62-subtab-focus-ring.png.","This confirms, by live keyboard interaction rather than by reading markup, that invariant #18's roving-tabindex contract actually works end-to-end on this surface — the kind of claim that is easy to state and easy to silently regress.",
POSITIVE,other,A2-walk-secondary,"library (port 8015, state C populated co",L-9,"No poll storm, no console errors, no horizontal overflow across the whole session",,"Ran a 20-second network_poll_watch on World coverage, long_tasks(10s), console_issues() after every interaction across ~20 drive steps, and overflow() at 375/1440/1920px on every subtab.","20s poll window: 9 total loopback requests (3× /api/system/network, 3× /api/scheduler/status — the documented 5-10s chrome heartbeats — plus one-time loads of /api/insights/map-coverage, /api/database/coverage, /api/database/countries). Zero console errors/warnings, zero uncaught pageerrors, zero failed requests recorded across the entire session (drive1 through drive8). Only one long task recorded in 10s (116ms). document.documentElement.scrollWidth never exceeded the viewport width at 375/1440/1920px; the only 'overflow' elements flagged were the off-canvas mobile nav drawer (correct by-design pattern at 375px) and a 1×1px sr-only <ul> (a genuine, well-implemented screen-reader-only text equivalent for the choropleth map's data).","/home/user/oo-ui/wf-a2/library/probe_final.json (poll_watch_20s, long_tasks_10s), all console_* keys across probe1.json/probe2.json (all empty), overflow_mobile/overflow_wide/overflow_settled in probe2.json/probe3.json/probe_wide.json.","Rules out an entire class of concern (polling storms, JS breakage, responsive-layout escape) that this kind of live audit is specifically positioned to catch and static analysis cannot.",
POSITIVE,invariant-regression,A2-walk-secondary,settings,F1,Wikipedia edition picker still a flat <select> (invariant #1),,"Drove Settings → Wikipedia, read #wiki-lang's tag/options via a.page.evaluate on port 8016.","147 <option>s, 0 <optgroup>s, labels lead with the native autonym ('中文 — Chinese (zh)'), UI-locales ordered by edition size first.",/home/user/oo-ui/wf-a2/settings/wiki-lang-select-probe.json,"Confirms the 2026-06-16 flat-list amendment to invariant #1 still holds live, not just in test code.",
POSITIVE,invariant-regression,A2-walk-secondary,settings,F2,Typeface picker + 17/18-theme catalogue verified live (invariant #12),,Located #dr-faces in the Graphics subtab and counted html[data-theme=...] CSS rules via the page's own stylesheets.,"#dr-faces exists (Theme default/Cantarell/Inter/Outfit/Manrope/Source Serif/JetBrains Mono). Exactly 16 named data-theme blocks (+ Ink in :root, + System is JS-only, per spec = 17/18).","/home/user/oo-ui/wf-a2/settings/theme-blocks-count.json, /home/user/oo-ui/wf-a2/settings/ancestry-chains.json","Directly verifies the two halves of invariant #12 against the rendered DOM, not source-reading.",
POSITIVE,invariant-regression,A2-walk-secondary,settings,F3,Range slider is themed across 3 themes (invariant #11),,"Opened Advanced → Collection → Advanced (legacy) to reveal #sch-speed, screenshotted it under ink/light/sepia themes.","The thumb renders as a solid accent-colored circle matching each theme's accent (blue in ink/light, warm amber in sepia) rather than an unstyled OS-native slider.","/home/user/oo-ui/wf-a2/settings/slider2-theme-ink.png, slider2-theme-light.png, slider2-theme-sepia.png","This is the ONLY other input[type=range] in the whole app besides the mind-map size slider, so this single control is invariant #11's entire live surface for Settings — confirmed working.",
POSITIVE,invariant-regression,A2-walk-secondary,settings,F4,"Calendar directory correctly lives in Advanced, not Agenda (invariant #13 amendment)",,Read the DOM ancestry of #agenda-feeds and separately screenshotted Settings→Agenda vs Settings→Advanced→'Calendar directory'.,"#agenda-feeds (241 feeds/241 folders, per-country holiday calendars) is parented under #set-advanced's own accordion. Settings→Agenda itself shows only 7 curated category toggle chips (Press freedom, UN International Days, National & independence days, Political summits, Economy & central banks, Technology conferences, National elections) with zero feed plumbing.","/home/user/oo-ui/wf-a2/settings/ancestry-chains.json, /home/user/oo-ui/wf-a2/settings/settings-clean-agenda-full.png, /home/user/oo-ui/wf-a2/settings/adv-slices/slice-06.png",Live confirmation the amended invariant (directory moved out of the Agenda subtab into Advanced) has not regressed.,
POSITIVE,invariant-regression,A2-walk-secondary,settings,F5,GUIs gallery present with all 8 alternative interfaces (invariant #30),,Screenshotted the full Graphics subtab (full-page).,"Open Omniscience (default/Active) + Aurora, Atlas, Command, Field, Focus, Terminal, Canvas, Editorial = 8 cards, each honestly labelled (NO FRAMEWORK / ALPINE JS), with an 'Experimental' tag and the same honesty-guarantee line repeated ('caveats stay visible, the network-consent step is unchanged, no interface invents a score').",/home/user/oo-ui/wf-a2/settings/settings-sub-graphics-full.png,Confirms invariant #30's registry=8 requirement live. Note for future agents: the gallery is nested INSIDE the Graphics subtab's DOM (#guis-gallery has no separate #set-guis top-level subtab) — a caller expecting a dedicated 'GUIs' subtab (as this task's own brief assumed) will not find one; it's a section within Graphics.,
POSITIVE,invariant-regression,A2-walk-secondary,settings,F6,Recorded P1 'source-qualification scope checkboxes silently revert' does not reproduce on this build,,"Advanced → Quality gates → 'What gets scraped': toggled #qual-scope-unqualified and #qual-scope-shipped via real user clicks (not just DOM mutation), captured the actual PUT /api/scheduler/config request/response bodies, then did a full page reload (not just a re-render) and re-read both checkboxes. Repeated for both true→true and true→false transitions.","Request body {'scrape_unqualified':false,'scrape_app_provided_only':false} produced a 200 response whose body ECHOES both fields back unchanged, and after a full page navigation reload both checkboxes still read exactly what was set — twice, in both directions.","/home/user/oo-ui/wf-a2/settings/quality-gates-network-probe.json (contains the literal request postData and response body), /home/user/oo-ui/wf-a2/settings/quality-gates-scope-checkbox-test.json","The task brief names this as 'the recorded defect' to drive and report on. Driving it live on port 8016 shows it currently round-trips correctly end-to-end (request → server → full reload) — either the underlying Pydantic-model gap from the transversal audit has since been fixed on this branch, or it does not reproduce under these conditions. This is worth a maintainer re-check rather than treating the static audit finding as still-open.",
POSITIVE,invariant-regression,A2-walk-secondary,settings,F7,'theme-select-lossy-overwrite' P1 is fixed and verified live,,"Picked the named theme 'Garnet' in Graphics, then (case A) opened General and clicked 'Save preferences' WITHOUT touching the #set-theme 3-way bucket select, and (case B) picked a Garnet theme again then actively changed #set-theme to 'Light' and saved. Read localStorage['oo.ui'] and document.documentElement's data-theme attribute after each.","Case A: theme stayed 'garnet' after saving unrelated preferences (the bug this was meant to fix). Case B: theme correctly switched to plain 'light' because the user actively touched that control — an intentional action, not a silent loss.",/home/user/oo-ui/wf-a2/settings/theme-select-save-button-test.json,"Confirms the app-shell.js `_lastSyncedThemeBucket` guard (documented in-code as fixing exactly this P1) behaves correctly under real user interaction, not just inspection of the code.",
POSITIVE,layout,A2-walk-secondary,settings,F13,Mobile (375×812) layout adapts cleanly with no overflow,,"Loaded Settings at 375×812, screenshotted Graphics and Advanced (collapsed), ran the overflow probe at both widths.","The sidebar collapses to a hamburger icon, top-bar icons all stay legible without wrapping, and the 9 subtab labels reflow into 3 clean rows (Graphics/General/Cards/AI · Wikipedia/OpenStreetMap · Agenda/Data & backup/Advanced) with no clipped text. documentScrollsHorizontally is false at this width; the only 'escapes-viewport-left' elements are the intentionally off-canvas collapsed sidebar/brand mark, not a real defect.","/home/user/oo-ui/wf-a2/settings/viewport-mobile-graphics.png, /home/user/oo-ui/wf-a2/settings/viewport-mobile-advanced-collapsed.png, /home/user/oo-ui/wf-a2/settings/viewport-mobile-overflow-graphics.json","For 'the biggest complexity surface in the app', mobile responsiveness holding up cleanly is a genuinely non-trivial, well-executed result worth recording.",
POSITIVE,a11y,A2-walk-secondary,settings,F14,"Consistent, visible keyboard focus ring across every tested control, plus working roving-tabindex subtab nav",,Tabbed 25 times through the Graphics panel (theme cards + accent swatches) recording computed outline/box-shadow at each stop; separately focused a subtab button and pressed ArrowRight.,"All 25 stops show an identical 'solid rgb(91,157,217) 2px' outline, including icon-only accent-swatch buttons with no text content — nothing is focus-ring-invisible. ArrowRight on the #set-subtabs nav moved focus from 'Graphics' to 'General' AND switched the visible panel to #set-general in one step, matching invariant #18's roving-tabindex + auto-activation spec. The very first Tab on a fresh page load lands on an off-screen 'Skip to main content' link that becomes visible (top:-48px → top:8px) once focused.","/home/user/oo-ui/wf-a2/settings/keyboard-tab-trail-graphics.json, /home/user/oo-ui/wf-a2/settings/keyboard-focus-state-after-25-tabs.png, /home/user/oo-ui/wf-a2/settings/keyboard-subtab-arrow-nav.png","On the app's single largest, most control-dense surface, keyboard accessibility fundamentals are solid — this is exactly the kind of surface where focus-ring or tab-order regressions tend to hide.",
POSITIVE,interaction,A2-walk-secondary,settings,F15,Double-click is idempotent on subtab nav and Save preferences,,"Double-clicked the 'General' subtab button and, separately, double-clicked 'Save preferences'.",Zero new console errors/uncaught exceptions/failed requests in either case; the subtab settled correctly on 'general' with no flicker or duplicate-fire artifacts.,printed console_issues() counts (0/0/0) captured during the run; screenshots after-dblclick-subtab-general.png and after-dblclick-save-preferences.png were written to /home/user/oo-ui/wf-a2/settings/,A dense settings page with many small click targets is exactly where accidental double-clicks happen; confirms no duplicate-toast or duplicate-POST storm.,
POSITIVE,invariant-regression,B-matrix,responsive,F5-sidebar-invariant2-holds,"Invariant #2 (sidebar never off-canvas above 600px) holds cleanly across the full 601-900px range, exactly as specified","theme=ink, lang=en, 600/601/700/860/900px (explicitly requested checkpoints)","Reused one browser context and resized the viewport (page.set_viewport_size) through 600, 601, 700, 860 and 900px, reading the sidebar's computed position/transform/visible-nav-item-count at each.","At 600px: sidebar is the mobile drawer, correctly off-canvas by design (position:fixed, transform:translateX(-250px), rect.x=-250) - this is the explicitly-allowed <=600px case, not a violation. At 601/700/860px: sidebar is a 66px icon-only rail, position:sticky, rect.x=0 (fully on-screen), all 10 nav items present as icons (labels hidden by design). At 900px: sidebar returns to the full 250px labelled sidebar, rect.x=0, all 10 items with labels + the Settings footer. Nav item COUNT stayed 10/10 visible at every one of the 5 breakpoints.","/home/user/oo-ui/wf-b/responsive-narrow/sidebar_breakpoints.json; screenshots sidebar_600x800.png, sidebar_601x800.png, sidebar_860x800.png (icon rail), sidebar_900x800.png (full sidebar).","This is the exact behavior the maintainer's ruling and its 2026-06-16 amendment ask for, verified with the two explicit checkpoints (601px, 900px) the task named plus the two internal breakpoints (700, 860) - no regression found.",None needed; worth locking in with a browser-level test at exactly 601px given how close it sits to the 600px cutover.
POSITIVE,visual,B-matrix,responsive,F6-drawer-quality,The <=600px mobile hamburger drawer itself is well executed,"theme=ink, lang=en, <=600px (320-480px tested)",Opened the hamburger at 375x800 and screenshotted mid-open.,"Full nav list with icons + labels, a dimming scrim over the underlying content, and the Settings footer pinned at the bottom - visually identical in content to the desktop sidebar, legible at this width, clear active-state highlight on Home.",/home/user/oo-ui/wf-b/responsive-narrow/375_drawer_open.png,This is the primary navigation surface for every phone-width user; it reads clean and complete.,"None from this pass, other than F2 (the coach can still overlap its top 2-3 items while both are open)."
POSITIVE,invariant-regression,B-matrix,responsive,F8-topbar-footprints-hold,"Invariant #3's constant footprints hold for the elements actually exercised (#health, #llm) across all 5 narrow widths","theme=ink, lang=en, 320-480px",Compared getBoundingClientRect() width for #health and #llm on the Home surface across all 5 widths.,"#health measured 57px wide and #llm measured 46px wide (matching its CSS min-width:46px) at every one of 320/360/375/414/480 - only their X position shifted with the narrower/wider bar, never their own size. `.act-host` could not be verified: the activity/progress chip is `hidden` in this idle-corpus fixture, so it measured 0x0 at every width - the phone-specific '96px reserved while visible' behavior documented in app.css's own comments is UNTESTED here, not a pass.","sweep_results.json topbar entries for {320,360,375,414,480}x*_home (.act-host, #health, #llm rects).",Confirms no regression for the two elements this fixture could exercise; the untested activity-chip path should be flagged for a fixture with an active collection pass.,Re-run this same probe against a live-collecting instance (e.g. one of the STATE C ports with the scheduler actually running) to close the .act-host gap.
POSITIVE,layout,B-matrix,responsive,agenda-escapes-cap-positive,Agenda is the one surface that deliberately opts out of the 1100px cap and productively fills wide viewports,"agenda surface, widths 1280 and above",Read the CSS exception '#tab-agenda { max-width:none; }' (app.css:854) and measured Agenda's mainChildRect across the same width sweep as every other surface.,"Agenda's content column grows uncapped with the viewport: 990px at 1280 (same as everything else, still under the cap), then diverges to 1630px at 1920 and 2270px at 2560, while every other surface freezes at 1100px. The month grid visibly uses the freed width for wider day cells rather than leaving it empty (whitespace ratio only 0.113 at 2560 vs 0.57 for capped surfaces).","/home/user/oo-ui/wf-b/responsive-wide/sweep-main.json (agenda.measure.mainChildRect at 1920/2560, mainChildCappedAt1100:false); screenshot w2560-agenda.png vs w2560-home.png","This is direct, in-repo proof that the fix for the systemic 1100px cap finding is a known, working, one-line pattern already applied once - extending it (or a wider, still-bounded cap) to the other 8 surfaces is not a speculative redesign, it is copying an existing, shipped rule.",
POSITIVE,layout,B-matrix,responsive,observatory-canvas-and-sidebar-collapse-positive,"The Observatory sky canvas scales correctly with its container, and the sidebar-collapse control genuinely frees usable content width at mid-range viewports",observatory canvas at all widths 1024-2560 tested; sidebar collapse at 1024px specifically,"Read app-observatory.js's _obsPaintNow (canvas width = Math.max(320, parent box width), height = Math.min(640, width*0.62)) and compared rendered canvas screenshots at 1024 vs 2560px; drove the #sb-collapse control at 768/1024/1920px and measured mainChildRect before/after.","The sky diagram visibly grows from a ~625px-wide canvas at 1024px to a full ~1100px-wide canvas at 2560px, using its available container width fully (unlike ooChart) with only mild aspect-ratio flattening once height hits its 640px ceiling. Clicking #sb-collapse at 1024px grows the sidebar from 250px to 66px and mainChildRect.w from 734px to 918px (+25% more content width) - the mechanism works exactly as intended at widths below the 1100px cap.",screenshots w1024-observatory.png vs w2560-observatory.png; /home/user/oo-ui/wf-b/responsive-wide/sidebar-collapse.json ('1024': mainChild w:918 vs sweep-main.json '1024'.observatory... width 734 uncollapsed),"Confirms the observatory canvas and the sidebar-collapse control are NOT part of the wide-viewport problem - they are counter-examples showing the app's own code already knows how to use available space when it tries to. It also shows the collapse control becomes pointless above the 1100px cap: at 1920px, collapsing the sidebar only shifts the frozen 1100px column further left (freeing more dead space, not more usable content) - see the main-content-1100px-hard-cap finding.",
POSITIVE,contrast,B-matrix,themes,F5-caveat-color-clears-aa-everywhere-tested,var(--caveat) genuinely clears WCAG AA (and mostly AAA) on all 9 dark themes measured,"`.card-caveat` text on all 9 dark themes, all 8 surfaces where it renders (mainly home/feed/insights/observatory/search/agenda/library), lang=en, 1440×900.","Ran the full 72-combo contrast_failures() sweep and separately re-derived the exact composited ratio for every `.card-caveat` element per theme (not just pass/fail) via a dedicated probe reusing oohelp's own compositing math, to get real numbers rather than only a boolean.","Zero `.card-caveat` entries appear in the contrast-failure list across all 72 (theme × surface) combinations. Direct ratio measurement confirms real margin, not a near-miss: worst-per-theme ranges from 8.16:1 (slate) to 9.71:1 (terminal) — all comfortably above the 4.5:1 AA requirement and above the 7:1 AAA bar in most themes. `caveatVar` reads `#eab44e` consistently across every dark theme (unaffected by theme or accent choice), matching the maintainer's documented fix.","/home/user/oo-ui/wf-b/themes-dark/caveat-worst-summary.json: {'ink':[8.57,...], 'slate':[8.16,...], 'midnight':[8.78,...], 'cyber':[9.27,...], 'forest':[8.59,...], 'aubergine':[8.76,...], 'garnet':[8.82,...], 'terminal':[9.71,...], 'contrast':[9.6,...]}; theme-*.json's zero `.card-caveat` hits in worstContrast.","This is the specific regression class the maintainer's own ledger records as having failed before (a hardcoded #c98a1b caveat color once failed 8/17 themes). The current implementation is confirmed, not just plausible, to have fixed that for every dark theme.",
POSITIVE,visual,B-matrix,themes,F6-rate-max-colormix-renders-correctly,The .rate-max collection-speed-knob accent glow is genuinely theme-derived via color-mix() and renders distinctly per theme,"#rate-toggle in its default 'maximum' state on ink, cyber, terminal, and contrast (directly probed); present with the `rate-max` class on all 9 dark themes.","Read the CSS rule (`#rate-toggle.rate-max { color:var(--accent); box-shadow:0 0 0 3px color-mix(in srgb, var(--accent) 14%, transparent); }`), then read the LIVE computed `boxShadow`/`color` for #rate-toggle across 4 dark themes (an initial probe checking `background` was a wrong property to check — the rule never sets one).","color-mix() resolves correctly in this Chromium build and differs correctly per theme's own accent: ink -> rgb(91,157,217) blue glow, cyber -> rgb(34,211,238) cyan glow, terminal -> rgb(54,217,122) green glow, contrast -> rgb(255,212,0) yellow glow. No 'none'/unsupported fallback observed on any of the 4 checked.","Live probe output: ink {'boxShadow':'color(srgb 0.356863 0.615686 0.85098 / 0.14) 0px 0px 0px 3px','color':'rgb(91, 157, 217)'}; cyber {'color':'rgb(34, 211, 238)'}; terminal {'color':'rgb(54, 217, 122)'}; contrast {'color':'rgb(255, 212, 0)'}.","Confirms invariant #4's collection-speed knob is not just declared theme-aware in CSS but actually paints correctly across the dark half of the theme catalog — a real, rendered pass rather than a code-read assumption.",
POSITIVE,visual,B-matrix,themes,F7-accent-override-survives,An arbitrary accent override (#e0698f) does not break either theme tested,"ink and contrast themes, Home surface, lang=en, 1440×900, accent='#e0698f'.","Loaded both themes with the accent override, screenshotted, ran contrast_failures() and the line/caveat/rate-toggle probe, and compared against the same theme's un-overridden baseline run.","contrastFailureCount is unchanged (4 for ink, 3 for contrast, matching baseline) — the same F3 harness artifacts plus F2's chip, nothing new. `--caveat` stays `#eab44e` on both (correctly NOT tied to accent). Only accent-scoped elements (the 'Trending now' link, the active-tab underline, `#rate-toggle`'s glow color, the coach popup button fill) pick up the pink hue; layout, panel colors, and borders are otherwise identical to baseline. No new overflow or scroll issues.",/home/user/oo-ui/wf-b/themes-dark/accent-test.json; accent-ink-home.png / accent-contrast-home.png visually compared against ink-home.png / contrast-home.png.,Confirms the theme system's accent parameter is properly isolated from the rest of the palette — an important property for a system offering 9 accent swatches per theme (seen in the Settings screenshot) without per-combination QA.,
POSITIVE,other,B-matrix,themes,F10,Zero console errors/uncaught exceptions across all 64 combinations; the --caveat token holds AA everywhere it appears,all 8 themes × all 8 surfaces,"Collected console_issues() after every (theme, surface) load and cross-referenced every contrast_failures() entry's declaredColor against the two --caveat values (#eab44e dark-mode, #8a4d0a light-mode).","0 console errors, 0 uncaught pageerrors, 0 failed requests across all 64 combinations. Separately, of 813 raw contrast_failures across the whole sweep, none had a declaredColor matching either --caveat value — the caveat text color the maintainer specifically re-engineered (per the CLAUDE.md invariant #23 ledger entry) passes AA on every panel of every theme this session touched.","all 8 *-report.json, every surfaces.*.console.uncaught == [] and console.console (errors) == []; grep for caveat RGBs across all report JSONs returned 0 hits","Confirms a previously-shipped fix is holding up under a fresh, independent audit — worth recording per the brief's instruction that positives are load-bearing for the report.",No action needed — recorded as validation only.
POSITIVE,-,C-i18n,sweep,F7,"CJK glyph rendering falls through the Latin-only bundled-font stack cleanly — no tofu, no missing glyphs","app-wide typography, zh and ja","Loaded Home with an explicit non-default Latin-only face (face='inter') under both zh and ja locales and screenshotted the result, to specifically stress the scenario the brief called out (the 6 bundled OFL faces are Latin-only).","Chinese text renders cleanly via the OS fallback font (WenQuanYi Zen Hei on this sandbox) with no broken/tofu glyphs, no visible clipping, and no jarring size mismatch against the Inter-rendered Latin text/pill labels in the same cards.","getComputedStyle confirmed the declared stack is always ""<Face>"", system-ui, sans-serif (src/static/app-shell.js FACES array, all 6 entries), i.e. every custom face declaration already carries a system fallback. Screenshot: /home/user/oo-ui/wf-c/sweep-cjk/zh-home-face-inter.png.","This is exactly the risk the brief asked about, and it is not realized — worth recording so a future session doesn't re-litigate it without cause.",n/a — no action needed; note that the actual glyphs painted will differ across real user OSes (Noto Sans CJK on most desktops) but the fallback mechanism itself is sound.
POSITIVE,-,C-i18n,sweep,F8,"No translated zh/ja string was found overflowing, clipping, or being ellipsised anywhere in the 45 surfaces sampled","app-wide layout, zh and ja","Ran overflow() at all 15 surfaces × zh/ja and cross-checked every reported element's text for CJK characters, then diffed against the identical en capture for the two non-CJK overflow cases that did appear.","The only overflow/ellipsis hits were pre-existing and locale-independent (Home's clipped article-summary card text, Agenda's ellipsised holiday-name chip — both reproduce byte-identically in the en reference) or a deliberately visually-hidden .sr-only accessibility node. Zero cases of a CJK translation itself being wider than its box.",/home/user/oo-ui/wf-c/sweep-cjk/sweep_results.json (per-surface 'overflow' key); en__home/en__agenda captures used for the identical-in-English cross-check.,"Confirms the app's box sizing/line-wrapping tolerates CJK text expansion (or, for CJK, contraction) without breaking layout in the states reached — a real risk category for any i18n'd app that this sweep did not find realized here.",n/a
POSITIVE,-,C-i18n,sweep,F8,The online-consent coachmark (the actual informed-consent-critical surface) is fully and idiomatically translated in both German and Russian,"Home/settings, #net-coach popup",Screenshotted de-home / de-settings / ru-settings while the coachmark happened to be visible (harness settle timing); read the rendered text.,"German: 'Sie sind offline. Schalten Sie den Flugmodus aus, um online zu gehen und mit dem Sammeln zu beginnen. Sie bestätigen, bevor eine Verbindung hergestellt wird.' with buttons 'Nicht jetzt' / 'Online gehen'. Russian: 'Вы офлайн. Выключите режим полёта, чтобы выйти в сеть и начать сбор. Вы подтвердите перед любым подключением.' with 'Не сейчас' / 'Выйти в сеть'. Both are correct, natural, complete translations of the English original — no shortcuts, no missing caveats.","/home/user/oo-ui/wf-c/sweep-germanic-slavic/de-settings.png, /home/user/oo-ui/wf-c/sweep-germanic-slavic/ru-settings.png (screenshots taken WITHOUT clicking either button, per safety rules — the popup was already open from page settle and was left alone).","This is the exact surface the project's non-negotiables single out (invariant #14, the permanent informed-consent rule) — worth recording as evidence it was NOT among the gaps found.",n/a — no action needed.
