row,n,severity,verdict,title,step_ids,repro,expected,actual,evidence,root_cause,suggested_fix,walk_severity
N,9,P3,confirmed,Insights → Trends scrolls sideways at 375 px,N8,"At 375x800, open the hamburger menu, then Insights, then Trends.",No horizontal scroll (scrollWidth - clientWidth = 0).,"178 px of horizontal scroll: the .tb-val spans ('22 mentions — new in this period, nothing prior to compare') do not wrap. The analysis window surfaces have 0 overflow at 375 px.",R-375.json insights_overflow=178; shots/N-375-insights-trends-en.png.,src/static/app.css:1263 `.tb-val { flex:0 0 auto; font-size:12px; white-space:nowrap; }`: the long value label can neither shrink nor wrap inside the .tb-row flex row (app.css:1258).,"Allow the value to wrap on narrow screens, e.g. `@media (max-width:600px){ .tb-row{flex-wrap:wrap} .tb-val{white-space:normal; flex:1 1 100%; min-width:0} }`, or `.tb-val{white-space:normal; flex:0 1 auto; min-width:0}`.",P3
N,10,P3,confirmed,Airplane coachmark covers the palette results at 375 px and the sidebar's Insights item in Arabic,N2 N11,"(a) At 375 px, open the palette and type climate while the coach is showing. (b) In ar at 1440, click Insights in the sidebar.",The row's entry points stay clickable.,"(a) The coach (z-index 360; the palette has 151) covers the 'Analysis: “climate”' row. (b) The coach at [1162,62,1432,198] covers the Insights item at [1200,159,1429,200] and intercepts the click. Both clear after 'Not now'.","shots/N-375-palette-coach-climate.png, N-N11-coach-rtl-ar.png; src/static/app-core.js:1017-1058.","_placeCoach (src/static/app-core.js:1017) runs only when the coach is shown and on window resize (app-core.js:1085-1087), never on oo:langchange, so a live dir flip leaves the coach at its LTR spot. #net-coach has z-index 360 (src/static/app.css:1803), above the command palette.","Call _placeCoach() from the existing oo:langchange listener in app-boot.js. Hide the coach non-permanently while the palette is open (e.g. dismissNetCoach(false) in the palette's open path), or put it below the palette's z-index.",P3
N,11,P3,confirmed,Search page result line is not translated,N11 N3,"In Français, run the palette's full Boolean search for climat.",A French result line.,'160 result(s) (showing 50)'. Already known (sheet note 7).,R-misc.json; src/static/app-analysis.js:2314.,"src/static/app-analysis.js:2314-2315 builds the line from a hard-coded English template literal (`${data.total} result(s)` + ` (showing ${n})`) with no t() or tf(). The results table header on the next line is also hard-coded ('Title', 'Source', 'Published', 'Lang'), though the DOM walker may cover those single words.","Use tf('{n} result(s)', {n}) and tf('(showing {shown})', {shown}), with keys added in all 12 locales (a similar 'showing {shown} of {total}' key already exists).",P3
N,12,P3,confirmed,Concept map ignores 'Show only the words I typed',N7 N4,"Turn on 'Show only the words I typed' (156), then open Mindmap → Concept.","The concept map follows the toggle, or says that it does not.",All six language arms are still drawn. Already known (sheet note 8).,R-misc.json concept_texts_literal; shots/N-N7-concept-literal-en.png; src/static/app-analysis.js:2031-2034.,"src/static/app-analysis.js:2029-2034 builds the concept-map request with only ui_lang, literal_cap and sense (expand is not forwarded), and src/api/insights.py:1805-1807 hard-codes resolve_concept_keywords(..., expand=True).","When _anExpand is false, show one keyed line on the Concept view, e.g. 'The Concept view shows the whole ring; the list is showing only the words you typed.' Or hide the Concept button while literal is on. Forwarding expand=false would make the endpoint return expanded:false and drop the view entirely.",P3
N,13,P3,confirmed,"Disclosure wording: ring caveat under a declined term, and a limit sentence with no numbers",N5,"Analysis election, then Articles, then pick “public election”.",No 'matched the concept in every language' caveat when nothing was expanded. Q503 words the disclosure as 'expanded to 40 of N forms'.,The caveat is printed under 'so it was not expanded'. '40 of 44 forms counted' appears only after clicking 'Count each form'. Already known (sheet notes 4 and 5).,R-en-all.json N5; src/analytics/equivalence.py:833-918; src/static/app-analysis.js:1576-1627.,"(a) src/analytics/equivalence.py:901-904: disclosure() always emits the expansion caveat, even when only a decline or a pin-miss made the block 'interesting'. src/static/app-analysis.js:1640-1643 renders `cav` unconditionally. (b) app-analysis.js:1618-1621 renders only cross.cap_caveat and never the per-term searched_forms / total_forms.","(a) Render the caveat only when cross.expanded, or emit it server-side only when any_expanded. (b) In the capped branch, add a keyed tf('expanded to {searched} of {total} forms', …) built from the capped terms' searched_forms and total_forms.",P3
N,14,P3,confirmed,Small i18n and grammar slips on this row's surfaces,N11 N2 N8,"In zh or ja, open 'election'. In any language, use Group by language or hover a single-article row.",The locale's own punctuation and correct singular forms.,zh shows '因此未做扩展. 搜索其中之一' with an ASCII '.' (ja is the same). English shows 'spa 1 articles' and '1 articles'.,R-loc-fr-ar-zh-ja.json; src/static/app-analysis.js:1598-1599 and :1826.,"src/static/app-analysis.js:1598-1599 adds a literal '. ' outside the translated tf() frame. app-analysis.js:1826 uses t('{n} articles').replace('{n}', n) with no singular form.","Move the sentence-final punctuation into the keyed frame so each locale supplies its own (e.g. '。' in zh and ja), and add a '{n} article' key for n === 1, or use the project's plural helper if it has one.",P3
O,1,P3,confirmed,"The Living sources backup-row reason is untranslated: it stays English in fr, ar and zh",O7 O9,"Use an encrypted throwaway that has a wiki.db (the row-O seed). Top-bar language > Français (or العربية). Settings > Données & sauvegarde > Export / Sauvegarde…, then hover the disabled 'Sources vivantes (1 · 480.0 KB)' row.","The reason the row cannot be ticked is a caveat, so it ships in all 12 locales (the informed-consent non-negotiable: every consent or caveat string ×12).","The #oo-tip bubble reads 'a lane is a live encrypted database; its backup format is not settled yet' in English in fr and ar, while the rest of the dialog is translated.","O-O9-export-fr.png, O-O9-export-ar.png; export_living_tip in raw-loc-fr-ar-zh.json and raw-loc-ar-zh.json. Cause: src/backup/inventory.py:118 hard-codes the English not_exportable_reason. It is rendered through t(d.not_exportable_reason) in src/static/app-backup.js (opt() in _uxLoadInventory), and none of the 12 src/static/locales/*.json files carries that key.","src/backup/inventory.py:118 sends the English sentence as not_exportable_reason. src/static/app-backup.js:265 renders it through t(d.not_exportable_reason), but the key is missing from all 12 locale files. The i18n gate (scripts/i18n_report.py) only collects literal strings from the static files and main.py's reader, so a server-sent string routed through t() is invisible to its 100% check.","Add the key 'a lane is a live encrypted database; its backup format is not settled yet' to src/static/locales/en.json (identity) and translate it in the other 11 files. Optionally have tests/test_backup_inventory.py assert that every not_exportable_reason is a key in en.json, so the next server-sent reason cannot slip past the gate.",P2
O,2,P2,confirmed,The offline coach (#net-coach) covers row-O controls until 'Not now' is pressed. In Arabic it lands on the top-bar cluster itself,O8 O9 O10 O12,"Use any fresh browser profile while offline; the coach shows on the first launches and is prominent for two of them. (1) 1440x950, Français: open Settings. The coach covers the 'Avancé' subtab (elementFromPoint at its centre returns .coach-body). (2) 1440x950, العربية: the coach covers the 'البيانات والنسخ الاحتياطي' subtab, and in another run the 'Tasks & system' icon (#tm-open). (3) 375x800, English: open Living sources. The coach covers the 'Law' subtab.","The Settings subtabs, the task-manager icon and the Living sources subtabs stay clickable. The coach points at the plane without covering controls the user needs.","Clicks on those controls land on the coach; Playwright reports '<div class=""coach-body""> ... intercepts pointer events'. The user must press 'Not now' / 'Plus tard' / 'ليس الآن' first. In English at 1440 px the Advanced subtab happened to stay clear.","O-diag-coach-over-advanced-fr.png, O-coach-covers-set-subtabs-button-data-tab-data-ar.png, O-coach-covers-living-subtabs-button-data-tab-law-en.png; coach_blocks in raw-loc-*.json and raw-narrow.json. Cause: _placeCoach (src/static/app-core.js:1017-1040) places the coach below the button cluster, over the subtab strip; src/static/app.css:1803 makes it position:fixed with z-index 360; maybeShowNetCoach (app-core.js:1065-1088) shows it.","src/static/app-core.js:1025-1026: the 'prefer to the right of the button' branch checks only that the viewport has room. It never checks the protected cluster, and in RTL the #wiki-toggle, #rate-toggle and #tm-open buttons sit to the plane's right. app-core.js:1034-1037: the 'below' branch guards only the top-bar buttons, so the coach drops onto the active tab's subtab strip (app.css:1803: position:fixed, z-index 360). app-core.js:1087: re-placement listens only to 'resize', never to 'oo:langchange' or a direction flip.","In _placeCoach, build the guard rects first: net-toggle, lang-switch, tm-open, app-shutdown, rate-toggle and wiki-toggle, plus the visible subtab strip of the active tab ('nav.tabs' with a non-zero rect). Accept the side placement only if the candidate rect intersects none of them; otherwise place the coach below the lowest guard (top = max bottom + gap). Also call _placeCoach on 'oo:langchange', next to the existing resize listener.",P3
O,3,P3,by-design,The Export / Backup dialog shows 'Living sources (0 · 0 B)' for an absent lane while Storage says 'Not created yet',O12 O7,"On an empty encrypted folder with no wiki.db (the O12 instance), open Settings > Data & backup > Export / Back up…","An absent lane reads as absent, as the Storage panel does and as the comment in src/backup/inventory.py itself says: absent is not zero.","The disabled row reads 'Living sources (0 · 0 B)', while the Storage panel above it says 'Not created yet' for the same absent file.","raw-b.json: compare R.storage.export_rows with R.storage.rows. Cause: src/backup/inventory.py:106-120 skips absent lanes but still returns count 0 and bytes 0, and opt() in src/static/app-backup.js prints `(${d.count || 0} · ${humanBytes(d.bytes || 0)})` whatever the count.",Not a defect. src/backup/inventory.py:103-121 leaves absent lanes out of the breakdown and totals the member as 0 stores / 0 bytes. src/static/app-backup.js:268 prints the same '(count · bytes)' format for every member.,"None required. If the maintainer wants the export row to echo Storage's wording, render '(none yet)' when d.count === 0 for every member in opt(), not only for lanes, so the dialog keeps one convention.",P3
O,4,P3,confirmed,"The task-manager tab title stays 'Task manager · FOOS' in fr, ar and zh",O6 O9,Switch to Français or العربية and click the top-bar 'Tasks & system' icon. Look at the new tab's title.,The tab title is translated like the page body; the 'Task manager' key exists in all 12 locales.,"document.title reads 'Task manager · FOOS' in every language, while the page body is translated.",tm_title in raw-loc-fr-ar-zh.json (fr) and raw-loc-ar-zh.json (ar); src/static/taskmanager.html:30 has a static <title> that is never re-set.,"src/static/taskmanager.html:200-205: applyLang() calls OOI18N.setLang(lang) without awaiting it (setLang is async and fetches the locale), then immediately calls OOI18N.apply(document) while the map is still empty. That pass records the English <title> text as the original and leaves it English. setLang's own later apply() and the MutationObserver both use document.body (src/static/i18n.js:85 'root = root || document.body', and the observer on document.body), so the <head><title> text node is never walked again.","In taskmanager.html applyLang(): Promise.resolve(lang && OOI18N.setLang(lang)).then(() => OOI18N.apply(document)). Add document.addEventListener('oo:langchange', () => OOI18N.apply(document.head)) so the page's own language menu (pickLang) also retitles the tab. The first-seen English cache means re-applying is safe.",P3
O,5,P1,confirmed,"NEW, found during the recheck: every #oo-tip hover inside a modal dialog is drawn BEHIND the dialog, so no user can read the consent popup's per-lane hosts/transport or the export row's reason",,,,,,"src/static/app-boot.js:259-267 creates #oo-tip and appends it to document.body. Dialogs opened with showModal() (e.g. #ux-export at src/static/app-backup.js:46, and #net-consent) are in the browser's top layer, which paints above any z-index, so app.css:1793's z-index:400 cannot lift the bubble over them. app-boot.js:281 removes the element's title during show(), which suppresses the native tooltip as well.","In show() (app-boot.js:277), move the bubble into the top layer when the target is inside an open modal. Either make it a manual popover (tip.popover = 'manual' once, then tip.showPopover() in show() and tip.hidePopover() in hide(); a popover opened after the modal stacks above it), or append it to the nearest open dialog: const host = el.closest('dialog[open]') || document.body; if (tip.parentNode !== host) host.appendChild(tip); (position:fixed still resolves to the viewport). Add a Chromium test that hovers a #net-consent lane and asserts the bubble's centre pixel is not covered by the dialog.",(found in recheck)
P,1,P1,confirmed,"Hover bubbles inside modal dialogs render under the dialog: the consent popup's per-lane host and transport disclosure, and the export row's reason, cannot be seen",P3 P10,"Folder B, 1440x950. Click the airplane icon; 'Go online?' opens (showModal). Hover 'Wikipedia / Wikimedia'. Or: Settings -> Data & backup -> 'Export / Back up…' and hover 'Living sources'.","The #oo-tip bubble shows the five Wikimedia hosts and 'Transport: direct — … these hosts see your address.' (and the export row's reason), readable before deciding (invariant #17 layering; Q1002 hosts in the consent hover).","#oo-tip reports class 'show' at opacity 1, positioned at [541,349]-[871,457], entirely inside the dialog rect [500,131]-[940,819]. Nothing is visible in the screenshot. show() also removes the element's title, so there is no native tooltip fallback: a person hovering sees nothing. The same bubble IS visible outside dialogs (World map button, W).","/tmp/claude-0/walk/P/P-P3-consent-hover-hidden-en.png, /tmp/claude-0/walk/P/P-P10-export-en.png, /tmp/claude-0/walk/P/tip_modal.json. Cause: src/static/app-boot.js:259-266 appends #oo-tip to <body> (position:fixed, z-index 400, src/static/app.css:1793), while <dialog>.showModal() puts the dialog in the top layer above any z-index; app-boot.js:279-283 strips the title on show.","src/static/app-boot.js:259-266 appends #oo-tip to document.body (position:fixed; z-index:400 at src/static/app.css:1793). <dialog>.showModal() puts the dialog in the browser's top layer, which paints above any z-index in the document, so the bubble sits underneath it. show() at app-boot.js:278-280 also removes the element's title, so no native tooltip appears in its place.","In show(), attach the bubble to the open modal that contains the target before positioning it: `const host = (el.closest && el.closest('dialog[open]')) || document.body; if (tip.parentNode !== host) host.appendChild(tip);`. This works because position:fixed resolves against the viewport, as dialogs here have no transform. Alternative: give #oo-tip popover=""manual"" and call showPopover()/hidePopover() so it enters the top layer above the modal, overriding the UA popover inset/margin/border. Pin it with a Chromium test that hovers a lane in #net-consent and asserts the bubble is topmost at its centre.",P1
P,2,P2,confirmed,The W hover bubble (and every top-bar control repainted under the pointer) goes stale after a mouse click and names the previous state and action,P3 P4 P11,"Any folder, W running + airplane on. Hover W (bubble shows), click it once (paused), move the pointer off W and back onto it. Same with Shift+click (stopped). Same with the gauge #rate-toggle.",'Wikipedia stream: paused — The connection is closed and your place is kept…' / 'Resume the Wikipedia stream' (then the 'stopped' text after Shift+click).,"The bubble still reads 'Wikipedia stream: running — Chosen; airplane mode is holding it until you go online.' / 'Pause the Wikipedia stream' while the glyph is outlined grey (paused) or outlined (stopped). Fresh title right after the click, still hovered, had the correct paused text. The title attribute is then overwritten by the stale one when the pointer leaves. Reproduced in en and ar, and on the gauge (after switching to the 500 KiB/s target, the bubble still says 'Maximum … Click for the considerate 500 KiB/s target'). Correct again only after a reload or language switch.","/tmp/claude-0/walk/P/P-P11-W-paused-stale-bubble-ar.png (grey outlined W + Arabic 'running' bubble + Arabic 'Pause' toast); a_p3_p4_p5.json P3.paused/stopped (title_attr fresh vs ooTip stale); repro_tip.json (gauge). Cause: src/static/app-boot.js:278-291, show() stores the title in dataset.ooTip and removes it; hide() unconditionally writes dataset.ooTip back with setAttribute('title', …), overwriting the title _paintWikiLane (src/static/app-sources.js:1127-1128) set meanwhile.","src/static/app-boot.js:285-289. hide() runs `cur.setAttribute(""title"", cur.dataset.ooTip)` unconditionally, so it writes the text captured at show() time (app-boot.js:280) over the fresh title that _paintWikiLane set in the meantime (src/static/app-sources.js:1127-1128), and _paintRateMode does the same for the gauge. The bubble also never re-reads a title that changes while it is open.","In hide(), restore only a title that is still absent: `if (cur && cur.dataset.ooTip != null && !cur.hasAttribute(""title"")) cur.setAttribute(""title"", cur.dataset.ooTip);`. show() already prefers the live title, so the next hover shows the fresh text. Optionally, when a repaint sets a title on the element that is currently shown (`cur`), refresh tip.textContent and dataset.ooTip at once, e.g. with a MutationObserver on attributeFilter:['title'] for cur.",P2
P,3,P2,confirmed,Reader's external-link confirmation is English in every language (a consent string not shipped x12),P9 P11,"Folder B, switch the app to ar/zh/fr, open 'Coastal Infrastructure Act' (2025-11-01) in the reader, click 'page history (the authors) ↗' in the licence block.","The confirmation before anything leaves the app is in the UI language, like the licence block around it (every consent/caveat string ships x12).","The confirm always reads 'Open an EXTERNAL site on the public web?\n\n<url>\n\nThis leaves your local copy and makes a live request from your machine — the site may see your visit. Continue?' in ar, zh and fr, while the licence sentence and link labels are translated.","/tmp/claude-0/walk/P/reader_locales.json; hardcoded string at src/api/main.py:2570-2580 (inline <script>, no t()); no locale key contains it.",src/api/main.py:2570-2580: the reader page's inline <script> builds the confirm from hardcoded English literals with no OOI18N.t(). The sibling law reader does it right at src/api/law.py:1031-1036. The first sentence has no locale key in any of the 12 files.,"Mirror src/api/law.py:1034-1036 in main.py's inline script: `var t = (window.OOI18N && OOI18N.t) ? OOI18N.t : function(x){ return x; };` then `window.confirm(t(""Open an EXTERNAL site on the public web?"") + ""\\n\\n"" + a.href + ""\\n\\n"" + t(""This leaves your local copy and makes a live request from your machine — the site may see your visit. Continue?""))`. Add the first key to all 12 locale files; the second already exists.",P2
P,4,P2,confirmed,First-launch data-location step can never be offered: /api/system/data-location answers 503 in the only state ('fresh') where it could be offerable (outside row P),P1,"Fresh data folder, boot with no OO_DB_PLAINTEXT, choose a language, accept the legal documents.","unlock.html's legalToDataLocation() gets {offerable:true,…} and can offer 'Where should your corpus live?' when appropriate.","The request returned 503 {'detail':'the database is locked: unlock it first'}. unlock.html reads that as not offerable and skips silently to the passphrase. On this walk OO_DATA_DIR was set, so the visible flow matches the intended skip, but the 503 happens on every encrypted fresh start.","http 503 GET /api/system/data-location in a_p1p2.json; src/api/unlock.py:77-94 (ALLOWED_WHILE_LOCKED lacks /api/system/data-location), src/api/main.py:751-763 (lock gate), src/static/unlock.html:341-347.",src/api/unlock.py:77-94: ALLOWED_WHILE_LOCKED does not include /api/system/data-location. The lock middleware at src/api/main.py:751-763 therefore answers 503 to it while the state is fresh/locked. src/static/unlock.html:341-347 reads the failed JSON as 'not offerable' and silently skips the step.,"Add ""/api/system/data-location"" to ALLOWED_WHILE_LOCKED in src/api/unlock.py. The prefix also covers /data-location/check. Both write paths already refuse with 409 unless the state is fresh, so they stay safe. Add a TestClient test that goes through the real middleware on a fresh store and asserts 200 with offerable:true.",P2
P,5,P3,confirmed,Stopping the Wikipedia stream is undiscoverable (Shift+click only; nothing on screen says so),P3,"Hover W in any state; look anywhere on the page, including every title.",Some visible or hover affordance names the full stop (the code comment says 'the full stop lives on the hover menu').,The bubble names only Pause/Resume/Start; no text or title on the page mentions Shift; no hover menu exists.,a_p3_p4_p5.json P3.shift_hint_anywhere=false; src/static/index.html:151-157; src/static/app-sources.js:1049-1051 (comment refers to a non-existent hover menu).,src/static/index.html:157 wires the stop to event.shiftKey only. _paintWikiLane (src/static/app-sources.js:1116-1125) never mentions it in the title. The comment at app-sources.js:1049-1051 describes a hover menu that was never built.,"Add one translated line to the W title in _paintWikiLane when the state is running or halted, e.g. t9(""Shift+click stops it completely.""), with the key added to all 12 locales. Correct the stale 'hover menu' comment. Optionally mention it in the USER_MANUAL.",P3
P,6,P3,confirmed,Consent popup lists Wikipedia under 'Switched off right now:' while asking to start it; confirmation toasts read as orders,P4 P5 P3,"W stopped + airplane on, click W. Separately, click W from running (pause) or Shift+click (stop).",The popup reflects the lane that will start; toasts confirm what happened (e.g. 'Wikipedia stream paused').,"'Start the Wikipedia stream' heads a popup that lists 'Wikipedia / Wikimedia n=5' under 'Switched off right now:'. Toasts are the button labels: 'Pause the Wikipedia stream', 'Stop the Wikipedia stream' (and 'Resume…' after a start, per code).",/tmp/claude-0/walk/P/P-P4-consent-start-W-en.png; src/static/app-core.js:1144-1166 (_laneState reads the current setting); src/static/app-sources.js:1188-1203.,"src/static/app-core.js:1144-1166: _laneState reads the stored wiki_lane_state (settingOn 'running', src/static/net-hosts.js:93-95) before the action writes it, and ensureOnline(reason) has no way to say which lane the action is turning on. The toasts at src/static/app-sources.js:1188-1189 and 1202 reuse the action labels.","Have toggleWikiLane call ensureOnline(t9(""Start the Wikipedia stream""), {enabling: ""wikipedia""}), and have _renderNetLanes treat the lane with that id as on, or list it under a 'Turned on by this action:' heading. For the toasts, use the existing state headings (t9(""Wikipedia stream: paused""), '…: stopped', '…: running'), which are already translated.",P3
P,7,P3,confirmed,"Home strip labels 'SOURCES QUALIFIED / SOURCES PENDING / SOURCES CANDIDATES' untranslated in ar, zh, fr",P7 P11,"Folder B, switch to ar/zh/fr, open Home and read #home-stats.","Every label on the strip translated, like 'Articles'/'Sources' and the Wikipedia item beside them.",The three sources_* figures show English labels in all three languages.,"b_locales.json P11.per_lang.*.home.strip; /tmp/claude-0/walk/P/P-P7-home-strip-ar.png; src/static/app-home.js:21-28 (HOME_STAT_LABELS lacks the three keys, and the fallback k.replace(/_/g,' ') has no locale entry).","src/static/app-home.js:21-28: HOME_STAT_LABELS lacks sources_qualified, sources_pending and sources_candidates. The fallback key built with k.replace(/_/g,' ') exists in no locale file.","Add the three keys to HOME_STAT_LABELS with the Library's plain-language labels, and add those three strings to all 12 locale files, which also fixes app-library.js's DB_STAT_LABELS.",P3
P,8,P3,confirmed,Export 'Living sources' reason is untranslated; byte units unlocalized beside translated GB units,P10 P11,"Folder B, fr: Settings -> Data & backup -> Export / Back up… (hover Living sources); Settings -> Wikipedia summary; Storage rows.",The reason in French; sizes in the locale's units and decimal mark (the wizard already says 'Go' / 'غيغابايت').,The title stays 'a lane is a live encrypted database; its backup format is not settled yet'. The fr summary reads '12 éditions · budget de 20 Go · occupe 480.0 KB · …'. Rows read '13.9 MB' and '0 B' in fr/ar.,"/tmp/claude-0/walk/P/extra_fr.json, b_locales.json (wizard.summary); src/backup/inventory.py:118 (reason, no locale key); src/static/app-settings.js:198-203 (humanBytes: fixed English units, toFixed).","src/backup/inventory.py:118 (not_exportable_reason) has no locale key; it is consumed via t() at src/static/app-backup.js:265. src/static/app-settings.js:198-203: humanBytes hardcodes [""B"",""KB"",""MB"",""GB"",""TB""] and n.toFixed().","Add the reason string to all 12 locale files. For units, route humanBytes' unit labels through t() (the 'GB'->'Go' pattern already exists in the wizard) and format the number with toLocaleString(OOI18N lang, {maximumFractionDigits: 1}).",P3
P,9,P3,confirmed,375 px: Settings -> Wikipedia scrolls horizontally by 29 px,N375 P2,"Viewport 375x800, en, Settings -> Wikipedia.",document.documentElement.scrollWidth - clientWidth = 0.,"29. The offender is the 'Build index · Cancel build · Clear index' button group (flex:0 0 auto, 367 px wide, right edge 404) under 'Search downloaded dumps (full text)'.","/tmp/claude-0/walk/P/narrow_dbg.json, /tmp/claude-0/walk/P/N375-settings-wikipedia-en.png; src/static/index.html:1876-1880.","src/static/index.html:1876-1880: the button group has flex:0 0 auto inside a flex-wrap row. Its max-content width (three buttons, which do not wrap inside the div) is wider than the 375 px column. At index.html:1883 'flex:2' has a 0 basis, so the row never wraps and the query field shrinks to almost nothing.",Make the button group wrap: style='flex:1 1 auto;display:flex;flex-wrap:wrap;gap:6px;align-self:end'. For the query field use flex:2 1 220px (a real basis) so the row wraps before the input collapses.,P3
P,10,P2,confirmed,'use ORES scores' is pre-ticked on a fresh corpus although ORES is ruled opt-in (Q717),P2,"Fresh folder A, Settings -> Wikipedia, first panel 'Wikipedia change-tracking'.","Opt-in: unticked until the operator asks (the ORES score's own hover says 'Optional, and off unless you asked for it').",#wiki-ores is checked by default.,a_p1p2.json P2.ores_checked=true; src/static/index.html:1777 (checked attribute); src/static/app-map.js:2737.,"src/static/index.html:1777: `<input type=""checkbox"" id=""wiki-ores"" style=""width:auto"" checked>` hardcodes the default to on. src/api/wiki.py:254 and 274 default `ores: bool = True` for callers that omit the parameter.","Remove the `checked` attribute at index.html:1777, and change the default of the two endpoints to `ores: bool = False` so a caller that omits the parameter is also opt-in. Optionally persist the choice as a setting.",P3
S,1,P2,confirmed,"F3: 'Build a merged file' never shows the server's refusal ('Merging…' sticks, TypeError); Export's YAML is not accepted by Merge",S8,"1. Settings → Advanced → Quality gates → Shipped verdicts → 'Export what this install measured'. It saves source_qualification.yml, which is YAML.
2. Put that file in the #qual-ov-files picker (accept='.json,.zip', so an operator would need 'All files').
3. Press 'Build a merged file'.","Either Merge accepts what Export produces, or the server's refusal ('source_qualification.yml: not valid JSON (…)') is shown under the button, with nothing downloaded.","Nothing downloads, and #qual-ov-merge-out stays 'Merging…' forever. pageerror: ""Cannot read properties of undefined (reading 'status')"". The server replied 400 with a readable detail that never reaches the screen. The only in-app route to a mergeable file is Diagnostics → All diagnostics (.zip). The exported and merged YAML headers still tell operators to use scripts/merge_source_qualification.py, although B5 moved the merge into the app.","shots/S-S8-merge-probe-yaml-en.png; raw_a.json steps.S8.
src/static/app-ai-tools.js:496 (overlayMerge catch → _apiErrorMessage(e)) and :444 (overlayExport catch, same shape). These fetch() paths throw new Error(msg) without .detail.
src/static/app-core.js:2503-2514: _apiErrorMessage(data, res) then reads res.status with res undefined.
src/static/index.html:2590 (accept='.json,.zip'); src/static/app-ai-tools.js:439 (Export fmt=yaml).","src/static/app-ai-tools.js:473 throws a plain `new Error(detail)`, and :496 passes it to `_apiErrorMessage(e)`. That Error has no `.detail`, so src/static/app-core.js:2513 falls back to `res.status` with `res` undefined, and the catch block itself throws a TypeError. overlayExport has the same shape (app-ai-tools.js:441 then :444), so an export failure would also crash its catch without a toast. The helper has about 20 single-argument callers that pass an Error. Every one of them crashes the same way whenever api() rejects with no `detail`, for example a 500 with a plain-text body.","Smallest broad fix: make the helper tolerate a missing res. At app-core.js:2513 use `return msg || (res ? res.status + "" "" + res.statusText : (data && data.message) || String(data));`. That repairs overlayMerge, overlayExport and the other single-argument callers in one line. Separately, as a follow-up and not required for this defect: either let rows_from_export_bytes (src/catalog/qualification_merge.py) accept the YAML overlay via yaml.safe_load, since it carries the same verdict rows, or add a JSON export next to Export and say which file Merge takes.",P2
S,2,P2,confirmed,"F1: after Undo, the 'Collecting now' headline stays stale while the scope sentence and audit already show the new count",S6,Settings → Advanced → Quality gates → Admission audit → press Undo (here 'تراجع' in ar) on admitted-live.example. Read the panel without reloading.,"The headline 'Collecting now' and the Judged-so-far tallies update with the audit and the scope sentence: collecting 2, 3 qualified · 2 disqualified · 6 not yet judged.","The headline keeps 'قيد الجمع الآن: 3 · … 4 مؤهل · 2 غير مؤهل · 5 …', while the scope sentence directly below reads 'سيجري جمع 2 مصدرًا (من أصل 5 مُفعّلة)' and the audit's amber line reads '2 من أصل 2'. The API already said collecting 2. A reload fixes it.","shots/S-S6-after-undo-ar.png; raw_a.json steps.S6.after_no_reload vs api_config_counts_now.
src/static/app-ai-tools.js:320-331: undoAdmission refreshes loadAdmissionAudit() and _qualScopeCount() only, never loadQualificationGates().","src/static/app-ai-tools.js:320-331. On success, undoAdmission refreshes only loadAdmissionAudit() (:326) and _qualScopeCount() (:327). It never re-runs loadQualificationGates(), the only function that paints #qual-state (:106) and #qual-enabled-hint.","In undoAdmission, replace the two refresh calls at :326-327 with `loadQualificationGates();`. It already calls _qualScopeCount(), loadAdmissionAudit() and loadOverlayEditor() (:167-169), which is the same pattern overlayAdopt and overlayRevert use.",P2
